Watchlist 'Russell 3000'

Russell 3000
Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
AGS,PLAYAGS INC COM,PLAYAGS INC,223 M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
AGTC,APPLIED GENETIC TECH CORP COM,APPLIED GENETIC TECHNOLOGIES CORP,45 M,Health Care,Biotechnology,Biotechnology
AGX,ARGAN INC COM,"ARGAN, INC.",602 M,Industrials,Construction & Engineering,Construction & Engineering
AGYS,AGILYSYS INC COM,"AGILYSYS, INC.","1,034 M",Information Technology,Software,Application Software
AHCO,ADAPTHEALTH CORP COM,ADAPTHEALTH CORP,"2,420 M",Health Care,Health Care Providers & Services,Health Care Distributors
AHH,ARMADA HOFFLER PPTYS INC COM USD0.01,ARMADA HOFFLER PROPERTIES INC,939 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
AI,C3.AI INC COM CL A,C3.AI INCX,"2,009 M",Information Technology,Software,Application Software
AIG,AMER INTL GRP INC COM,"AMERICAN INTERNATIONAL GROUP, INC.","45,436 M",Financials,Insurance,Multi-line Insurance
AIMC,ALTRA INDUSTRIAL MOTION CORP COM,ALTRA INDUSTRIAL MOTION CORP,"2,615 M",Industrials,Machinery,Industrial Machinery
AIN,ALBANY INTERNATIONAL CORP COM CL A,ALBANY INTERNATIONAL CORP,"2,684 M",Industrials,Machinery,Industrial Machinery
AIR,AAR CORP COM,AAR CORP.,"1,743 M",Industrials,Aerospace & Defense,Aerospace & Defense
AIT,APPLIED INDL TECHS COM,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.","4,050 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
AIV,APARTMENT INVEST AND MGMT CO COM USD0.01 CL A (POST REV,APARTMENT INVESTMENT AND MANAGEMENT COMPANY,956 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
AIZ,ASSURANT INC COM,"ASSURANT, INC.","9,674 M",Financials,Insurance,Multi-line Insurance
AJG,GALLAGHER (ARTHUR J) & CO COM,ARTHUR J. GALLAGHER & CO.,"34,077 M",Financials,Insurance,Insurance Brokers
AJRD,AEROJET ROCKETDYNE HLDGS INC COM,AEROJET ROCKETDYNE HOLDINGS INC,"3,316 M",Industrials,Aerospace & Defense,Aerospace & Defense
AJX,GREAT AJAX CORP COM USD0.01,GREAT AJAX CORP,240 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
AKAM,AKAMAI TECHNOLOGIES COM,"AKAMAI TECHNOLOGIES, INC.","16,284 M",Information Technology,IT Services,Internet Services & Infrastructure
AKBA,AKEBIA THERAPEUTICS INC COM,AKEBIA THERAPEUTICS INC,71 M,Health Care,Biotechnology,Biotechnology
AKR,ACADIA REALTY TRUST SBI USD0.001,ACADIA REALTY TRUST,"1,832 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
AKRO,AKERO THERAPEUTICS INC COM,AKERO THERAPEUTICS INC,301 M,Health Care,Biotechnology,Biotechnology
AKTS,AKOUSTIS TECHNOLOGIES INC COM,AKOUSTIS TECHNOLOGIES INC,233 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
AL,AIR LEASE CORP COM CL A,AIR LEASE CORP,"4,179 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
ALB,ALBEMARLE CORP COM,ALBEMARLE CORPORATION,"29,193 M",Materials,Chemicals,Specialty Chemicals
ALBO,ALBIREO PHARMA INC COM,ALBIREO PHARMA INC,401 M,Health Care,Biotechnology,Biotechnology
ALCO,ALICO INC COM,"ALICO, INC.",314 M,Consumer Staples,Food Products,Agricultural Products
ALE,ALLETE INC COM,"ALLETE, INC.","3,519 M",Utilities,Electric Utilities,Electric Utilities
ALEC,ALECTOR INC COM,ALECTOR INC,738 M,Health Care,Biotechnology,Biotechnology
ALEX,ALEXANDER & BALDWIN INC COM USD0.01,ALEXANDER & BALDWIN INC (HAWAII),"1,462 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
ALG,ALAMO GROUP INC COM,ALAMO GROUP INC.,"1,460 M",Industrials,Machinery,Construction Machinery & Heavy Trucks
ALGN,ALIGN TECHNOLOGY INC COM,"ALIGN TECHNOLOGY, INC.","21,890 M",Health Care,Health Care Equipment & Supplies,Health Care Supplies
ALGT,ALLEGIANT TRAVEL COMPANY COM,ALLEGIANT TRAVEL COMPANY,"2,643 M",Industrials,Airlines,Airlines
ALK,ALASKA AIR GROUP INC COM,ALASKA AIR GROUP INCORPORATED,"5,921 M",Industrials,Airlines,Airlines
ALKS,ALKERMES PLC COM,<empty>,"4,904 M",Health Care,Biotechnology,Biotechnology
ALL,ALLSTATE CORP COM,ALLSTATE CORP,"36,735 M",Financials,Insurance,Property & Casualty Insurance
ALLE,ALLEGION PLC COM,ALLEGION PLC,"9,932 M",Industrials,Building Products,Building Products
ALLK,ALLAKOS INC COM,ALLAKOS INC,161 M,Health Care,Biotechnology,Biotechnology
ALLO,ALLOGENE THERAPEUTICS INC COM,ALLOGENE THERAPEUTICS INC,"1,203 M",Health Care,Biotechnology,Biotechnology
ALLY,ALLY FINANCIAL INC COM,ALLY FINANCIAL INCORPORATED,"13,652 M",Financials,Consumer Finance,Consumer Finance
ALNY,ALNYLAM PHARMACEUTICALS INC COM,"ALNYLAM PHARMACEUTICALS, INC.","15,539 M",Health Care,Biotechnology,Biotechnology
ALRM,ALARM.COM HOLDINGS INC COM,ALARMCOM HLDG INC,"3,283 M",Information Technology,Software,Application Software
ALRS,ALERUS FINANCIAL CORP COM,ALERUS FINANCIAL CORP,439 M,Financials,Diversified Financial Services,Other Diversified Financial Services
ALSN,ALLISON TRANSMISSION HLDGS INC COM,ALLISON TRANSMISSION HOLDINGS INC,"3,966 M",Industrials,Machinery,Construction Machinery & Heavy Trucks
ALTG,ALTA EQUIPMENT GROUP INC COM,ALTA EQUIPMENT GROUP INC,364 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
ALTR,ALTAIR ENGINEERING INC COM CL A,ALTAIR ENGINEERING INC,"4,426 M",Information Technology,Software,Application Software
ALX,ALEXANDER'S INC COM USD1,"ALEXANDER'S, INCORPORATED","1,225 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
AM,ANTERO MIDSTREAM CORPORATION COM,ANTERO MIDSTREAM CORP,"5,261 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transportation
AMAL,AMALGAMATED FINL CORP COM,AMALGAMATED BANK,661 M,Financials,Banks,Regional Banks
AMAT,APPLIED MATERIALS INC COM,"APPLIED MATERIALS, INC.","100,514 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
AMBA,AMBARELLA INC COM,AMBARELLA INC,"3,231 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
AMBC,AMBAC FINANCIAL GROUP INC COM,"AMBAC FINANCIAL GROUP, INC.",482 M,Financials,Insurance,Property & Casualty Insurance
AMC,AMC ENTERTAINMENT HOLDINGS INC COM CL A,AMC ENTERTAINMENT HOLDINGS INC,"6,580 M",Communication Services,Entertainment,Movies & Entertainment
AMCR,AMCOR PLC COM,<empty>,"20,175 M",Materials,Containers & Packaging,Paper Packaging
AMCX,AMC NETWORKS INC COM CL A,AMC NETWORKS INC,"1,606 M",Communication Services,Media,Broadcasting
AMD,ADVANCED MICRO DEVICES INC COM,"ADVANCED MICRO DEVICES, INC.","174,691 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
AME,AMETEK INC COM,"AMETEK, INC.","28,330 M",Industrials,Electrical Equipment,Electrical Components & Equipment
AMED,AMEDISYS INC COM,"AMEDISYS, INC.","3,744 M",Health Care,Health Care Providers & Services,Health Care Services
AMEH,APOLLO MEDICAL HOLDINGS INC COM,"APOLLO MEDICAL HOLDINGS, INCORPORATION","1,693 M",Health Care,Health Care Providers & Services,Health Care Services
AMG,AFFILIATED MANAGERS GROUP COM,"AFFILIATED MANAGERS GROUP, INC.","5,139 M",Financials,Capital Markets,Asset Management & Custody Banks
AMGN,AMGEN INC COM,AMGEN INC.,"133,454 M",Health Care,Biotechnology,Biotechnology
AMH,AMERICAN HOMES 4 RENT COM USD0.01 'A',AMERICAN HOMES 4 RENT,"13,103 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
AMK,ASSETMARK FIN HLDGS INC COM USD0.001,ASSETMARK FINANCIAL HOLDINGS INC,"1,527 M",Financials,Capital Markets,Asset Management & Custody Banks
AMKR,AMKOR TECHNOLOGY INC COM,"AMKOR TECHNOLOGY, INC","4,989 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
AMN,AMN HEALTHCARE SERVICES INC COM,AMN HEALTHCARE SERVICES INC,"4,426 M",Health Care,Health Care Providers & Services,Health Care Services
AMNB,AMERICAN NATIONAL BANKSHARES COM,AMERICAN NATIONAL BANKSHARES INC.,378 M,Financials,Banks,Regional Banks
AMOT,ALLIED MOTION TECHNOLGIES INC COM,"ALLIED MOTION TECHNOLOGIES, INC.",384 M,Industrials,Electrical Equipment,Electrical Components & Equipment
AMP,AMERIPRISE FINANCIAL INC COM,"AMERIPRISE FINANCIAL, INC.","30,117 M",Financials,Capital Markets,Asset Management & Custody Banks
AMPH,AMPHASTAR PHARMACEUTICALS INC COM,AMPHASTAR PHARMACEUTICALS INC,"1,847 M",Health Care,Pharmaceuticals,Pharmaceuticals
AMRC,AMERESCO INC COM CL A,"AMERESCO, INCORPORATION","3,196 M",Industrials,Construction & Engineering,Construction & Engineering
AMRK,A MARK PRECIOUS METALS INC COM,A-MARK PRECIOUS METALS INC,875 M,Financials,Diversified Financial Services,Specialized Finance
AMRS,AMYRIS INC COM,AMYRIS INC,755 M,Materials,Chemicals,Specialty Chemicals
AMRX,AMNEAL PHARMACEUTICALS INC COM CL A,AMNEAL PHARMACEUTICALS INC,538 M,Health Care,Pharmaceuticals,Pharmaceuticals
AMSC,AMERICAN SUPERCONDUCTOR CORP COM,AMERICAN SUPERCONDUCTOR CORPORATION,174 M,Industrials,Electrical Equipment,Electrical Components & Equipment
AMSF,AMERISAFE INC COM,"AMERISAFE, INC.",987 M,Financials,Insurance,Property & Casualty Insurance
AMSWA,AMERICAN SOFTWARE INC COM CL A,"AMERICAN SOFTWARE, INC.",575 M,Information Technology,Software,Application Software
AMT,AMERICAN TOWER CORP COM USD0.01,AMERICAN TOWER CORPORATION,"122,161 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs
AMTB,AMERANT BANCORP INC COM CL A,AMERANT BANCORP INC,"1,011 M",Financials,Banks,Regional Banks
AMTD,AMTD IDEA GROUP ADR,AMTD IDEA GROUP,570 M,Financials,Capital Markets,Investment Banking & Brokerage
AMWD,AMERICAN WOODMARK CORP COM,AMERICAN WOODMARK CORPORATION,865 M,Industrials,Building Products,Building Products
AMZN,AMAZON COM INC COM,"AMAZON.COM, INC.","1,249,927 M",Consumer Discretionary,Internet & Direct Marketing Retail,Internet & Direct Marketing Retail
AN,AUTONATION INC COM,"AUTONATION, INC.","6,897 M",Consumer Discretionary,Specialty Retail,Automotive Retail
ANAB,ANAPTYSBIO INC COM,ANAPTYSBIO INC,552 M,Health Care,Biotechnology,Biotechnology
ANAT,AMERICAN NATIONAL GROUP INC CSH MRG $190.00/SH 5/26/22,AMERICAN NATIONAL GROUP INC,"5,109 M",Financials,Insurance,Multi-line Insurance
ANDE,ANDERSONS INC COM,ANDERSONS INC,"1,319 M",Consumer Staples,Food & Staples Retailing,Food Distributors
ANET,ARISTA NETWORKS INC COM,ARISTA NETWORKS INC,"32,291 M",Information Technology,Communications Equipment,Communications Equipment
ANF,ABERCROMBIE & FITCH CO COM CL A,ABERCROMBIE & FITCH CO,"1,015 M",Consumer Discretionary,Specialty Retail,Apparel Retail
ANGO,ANGIODYNAMICS INC COM,"ANGIODYNAMICS, INC.",795 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ANIK,ANIKA THERAPEUTICS INC COM,ANIKA THERAPEUTICS INC,321 M,Health Care,Biotechnology,Biotechnology
ANIP,ANI PHARMACEUTICALS INC COM,ANI PHARMACEUTICALS INC,527 M,Health Care,Pharmaceuticals,Pharmaceuticals
ANSS,ANSYS INC COM,"ANSYS, INC.","22,627 M",Information Technology,Software,Application Software
ANTM,ANTHEM INC COM,ANTHEM INC,"118,813 M",Health Care,Health Care Providers & Services,Managed Health Care
AON,AON PLC (IE) COM CL A,AON PLC,"57,643 M",Financials,Insurance,Insurance Brokers
AOS,SMITH A O CORP COM,A O SMITH CORP,"9,502 M",Industrials,Building Products,Building Products
AOSL,ALPHA & OMEGA SEMI COM,<empty>,"1,170 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
APA,APA CORPORATION COM,APA CORP (US),"16,272 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
APAM,ARTISAN PARTNERS ASSET MGMT IN COM CL A,ARTISAN PARTNERS ASSET MANAGEMENT INC,"2,612 M",Financials,Capital Markets,Asset Management & Custody Banks
APD,AIR PRODUCTS & CHEMICALS INC COM,"AIR PRODUCTS AND CHEMICALS, INC.","56,044 M",Materials,Chemicals,Industrial Gases
APEI,AMERICAN PUBLIC EDUCATION INC COM,"AMERICAN PUBLIC EDUCATION, INC.",267 M,Consumer Discretionary,Diversified Consumer Services,Education Services
APG,API GROUP CORPORATION COM,API GROUP CORP,"4,155 M",Industrials,Construction & Engineering,Construction & Engineering
APH,AMPHENOL CORP COM CL A,AMPHENOL CORPORATION,"42,331 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
APLE,APPLE HOSPITALITY REIT INC COM NPV,APPLE HOSPITALITY REIT INC,"3,916 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
APLS,APELLIS PHARMACEUTICALS INC COM,APELLIS PHARMACEUTICALS INC,"4,665 M",Health Care,Biotechnology,Biotechnology
APLT,APPLIED THERAPEUTICS INC COM,APPLIED THERAPEUTICS INC,32 M,Health Care,Biotechnology,Biotechnology
APO,APOLLO GLOBAL MANAGEMENT INC COM,APOLLO GLOBAL MANAGEMENT INC,"33,577 M",Financials,Diversified Financial Services,Other Diversified Financial Services
APOG,APOGEE ENTERPRISES INC COM,"APOGEE ENTERPRISES, INC.",940 M,Industrials,Building Products,Building Products
APPF,APPFOLIO INC COM CL A,APPFOLIO INC,"3,577 M",Information Technology,Software,Application Software
APPN,APPIAN CORPORATION COM CL A,APPIAN CORP,"3,598 M",Information Technology,Software,Systems Software
APPS,DIGITAL TURBINE INC COM,DIGITAL TURBINE INC,"2,037 M",Information Technology,Software,Application Software
APRE,APREA THERAPEUTICS INC COM,APREA THERAPEUTICS INC,18 M,Health Care,Biotechnology,Biotechnology
APT,ALPHA PRO TECH COM,<empty>,58 M,Industrials,Building Products,Building Products
APTS,PFD APARTMENT COMMUNITIES INC COM USD0.01,PREFERRED APARTMENT COMMUNITIES INC.,"1,609 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
APTV,APTIV PLC COM,APTIV PLC,"29,022 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
APTX,APTINYX INC COM,APTINYX INC,30 M,Health Care,Biotechnology,Biotechnology
APYX,APYX MEDICAL CORPORATION COM,APYX MEDICAL CORP,202 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
AQST,AQUESTIVE THERAPEUTICS INC COM,AQUESTIVE THERAPEUTICS INC,40 M,Health Care,Pharmaceuticals,Pharmaceuticals
AQUA,EVOQUA WATER TECHNOLOGIES CORP COM,EVOQUA WATER TECHNOLOGIES CORP,"4,457 M",Industrials,Machinery,Industrial Machinery
AR,ANTERO RESOURCES CORPORATION COM,ANTERO RESOURCES CORP,"13,965 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
ARAV,ARAVIVE INC COM,ARAVIVE INC,36 M,Health Care,Biotechnology,Biotechnology
ARAY,ACCURAY INCORPORATED COM,ACCURAY INC,196 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ARCB,ARCBEST CORP COM,ARCBEST CORP,"2,013 M",Industrials,Road & Rail,Trucking
ARCH,ARCH RESOURCES INC COM CL A,ARCH RESOURCES INC,"2,433 M",Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
ARCT,ARCTURUS THERAPEUTICS HLDG INC COM,<empty>,515 M,Health Care,Biotechnology,Biotechnology
ARDX,ARDELYX INC COM,ARDELYX INC,94 M,Health Care,Biotechnology,Biotechnology
ARE,ALEXANDRIA REAL ESTATE EQUITIE COM USD0.01,"ALEXANDRIA REAL ESTATE EQUITIES, INC.","26,820 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
ARES,ARES MANAGEMENT CORPORATION COM CL A,ARES MANAGEMENT CORP,"12,636 M",Financials,Capital Markets,Asset Management & Custody Banks
ARGO,ARGO GROUP INTL HLDGS LTD COM,ARGO GROUP INTERNATIONAL HOLDINGS LIMITED,"1,514 M",Financials,Insurance,Property & Casualty Insurance
ARI,APOLLO COMMERCIAL REAL ESTATE COM,APOLLO COMMERCIAL REAL ESTATE FINANCE INCORPORATION,"1,762 M",Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
ARL,AMERICAN REALTY INVESTORS INC COM,"AMERICAN REALTY INVESTORS, INC.",354 M,Real Estate,Real Estate Management & Development,Real Estate Operating Companies
ARLO,ARLO TECHNOLOGIES INC COM,ARLO TECHNOLOGIES INC,643 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
ARMK,ARAMARK COM,ARAMARK,"8,895 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ARNC,ARCONIC CORPORATION COM,ARCONIC CORP (PITTSBURGH),"2,966 M",Materials,Metals & Mining,Aluminum
