Watchlist 'S&P 600'

S&P 600
Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
AJRD,AEROJET ROCKETDYNE HLDGS INC COM,AEROJET ROCKETDYNE HOLDINGS INC,"3,314 M",Industrials,Aerospace & Defense,Aerospace & Defense
AKR,ACADIA REALTY TRUST SBI USD0.001,ACADIA REALTY TRUST,"1,825 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
ALEX,ALEXANDER & BALDWIN INC COM USD0.01,ALEXANDER & BALDWIN INC (HAWAII),"1,460 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Diversified REITs
ALG,ALAMO GROUP INC COM,ALAMO GROUP INC.,"1,460 M",Industrials,Machinery,Construction Machinery & Heavy Trucks
ALGT,ALLEGIANT TRAVEL COMPANY COM,ALLEGIANT TRAVEL COMPANY,"2,638 M",Industrials,Airlines,Airlines
ALRM,ALARM.COM HOLDINGS INC COM,ALARMCOM HLDG INC,"3,283 M",Information Technology,Software,Application Software
AMBC,AMBAC FINANCIAL GROUP INC COM,"AMBAC FINANCIAL GROUP, INC.",481 M,Financials,Insurance,Property & Casualty Insurance
AMCX,AMC NETWORKS INC COM CL A,AMC NETWORKS INC,"1,610 M",Communication Services,Media,Broadcasting
AMN,AMN HEALTHCARE SERVICES INC COM,AMN HEALTHCARE SERVICES INC,"4,421 M",Health Care,Health Care Providers & Services,Health Care Services
AMPH,AMPHASTAR PHARMACEUTICALS INC COM,AMPHASTAR PHARMACEUTICALS INC,"1,853 M",Health Care,Pharmaceuticals,Pharmaceuticals
AMSF,AMERISAFE INC COM,"AMERISAFE, INC.",987 M,Financials,Insurance,Property & Casualty Insurance
AMWD,AMERICAN WOODMARK CORP COM,AMERICAN WOODMARK CORPORATION,865 M,Industrials,Building Products,Building Products
ANDE,ANDERSONS INC COM,ANDERSONS INC,"1,310 M",Consumer Staples,Food & Staples Retailing,Food Distributors
ANF,ABERCROMBIE & FITCH CO COM CL A,ABERCROMBIE & FITCH CO,"1,013 M",Consumer Discretionary,Specialty Retail,Apparel Retail
ANGO,ANGIODYNAMICS INC COM,"ANGIODYNAMICS, INC.",795 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
ANIK,ANIKA THERAPEUTICS INC COM,ANIKA THERAPEUTICS INC,321 M,Health Care,Biotechnology,Biotechnology
ANIP,ANI PHARMACEUTICALS INC COM,ANI PHARMACEUTICALS INC,523 M,Health Care,Pharmaceuticals,Pharmaceuticals
APEI,AMERICAN PUBLIC EDUCATION INC COM,"AMERICAN PUBLIC EDUCATION, INC.",267 M,Consumer Discretionary,Diversified Consumer Services,Education Services
APOG,APOGEE ENTERPRISES INC COM,"APOGEE ENTERPRISES, INC.",940 M,Industrials,Building Products,Building Products
ARCB,ARCBEST CORP COM,ARCBEST CORP,"2,010 M",Industrials,Road & Rail,Trucking
ARI,APOLLO COMMERCIAL REAL ESTATE COM,APOLLO COMMERCIAL REAL ESTATE FINANCE INCORPORATION,"1,759 M",Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
ARLO,ARLO TECHNOLOGIES INC COM,ARLO TECHNOLOGIES INC,642 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
ARNC,ARCONIC CORPORATION COM,ARCONIC CORP (PITTSBURGH),"2,955 M",Materials,Metals & Mining,Aluminum
AROC,ARCHROCK INC COM,ARCHROCK INC,"1,587 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
ARR,ARMOUR RESIDENTIAL REIT INC COM USD0.0001,ARMOUR RESIDENTIAL REIT INCORPORATION,782 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
ASIX,ADVANSIX INC COM,ADVANSIX INC,"1,308 M",Materials,Chemicals,Commodity Chemicals
ASTE,ASTEC INDUSTRIES INC COM,ASTEC INDUSTRIES INCORPORATED,"1,094 M",Industrials,Machinery,Construction Machinery & Heavy Trucks
ATI,ALLEGHENY TECHNOLOGIES INC COM,ALLEGHENY TECHNOLOGIES INCORPORATED,"3,415 M",Materials,Metals & Mining,Steel
ATNI,ATN INTERNATIONAL INC COM,ATN INTERNATIONAL INC,709 M,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
AVA,AVISTA CORP COM,AVISTA CORPORATION,"3,112 M",Utilities,Multi-Utilities,Multi-Utilities
AVAV,AEROVIRONMENT INC COM,"AEROVIRONMENT, INC.","2,395 M",Industrials,Aerospace & Defense,Aerospace & Defense
AVD,AMERICAN VANGUARD CORP COM,AMERICAN VANGUARD CORPORATION,785 M,Materials,Chemicals,Fertilizers & Agricultural Chemicals
AWR,AMERICAN STATES WATER CO COM,AMERICAN STATES WATER COMPANY,"3,005 M",Utilities,Water Utilities,Water Utilities
AX,AXOS FINANCIAL INC COM,AXOS FINANCIAL INC,"2,326 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
AXL,AMER AXLE & MANUFACTURING HLDG COM,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC",983 M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
AZZ,AZZ INC COM,AZZ INC,"1,124 M",Industrials,Electrical Equipment,Heavy Electrical Equipment
B,BARNES GROUP INC COM,BARNES GROUP INC.,"1,847 M",Industrials,Machinery,Industrial Machinery
BANC,BANC OF CALIFORNIA INC COM,BANC OF CALIFORNIA INC,"1,163 M",Financials,Banks,Regional Banks
BANF,BANCFIRST CORP COM,BANCFIRST CORPORATION,"3,049 M",Financials,Banks,Regional Banks
BANR,BANNER CORP COM,BANNER CORPORATION,"1,983 M",Financials,Banks,Regional Banks
BBBY,BED BATH AND BEYOND COM,BED BATH & BEYOND INC.,657 M,Consumer Discretionary,Specialty Retail,Homefurnishing Retail
BCC,BOISE CASCADE COMPANY COM,BOISE CASCADE CO,"3,241 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
BCEI,BONANZA CREEK ENERGY INC N/C 11/2/21 17888H103,BONANZA CREEK ENERGY INC,"1,731 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
BCOR,BLUCORA INC COM,BLUCORA INCORPORATION,846 M,Financials,Capital Markets,Asset Management & Custody Banks
BCPC,BALCHEM CORP COM,BALCHEM CORPORATION,"4,105 M",Materials,Chemicals,Specialty Chemicals
BDN,BRANDYWINE REALTY TRUST SBI USD0.01,BRANDYWINE REALTY TRUST,"1,855 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
BELFB,BEL FUSE INC COM CL B,BEL FUSE INCORPORATED,208 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Components
BFS,SAUL CENTERS INC COM USD0.01,"SAUL CENTERS, INC.","1,155 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
BGS,B & G FOODS INC COM,"B&G FOODS, INC.","1,524 M",Consumer Staples,Food Products,Packaged Foods & Meats
BHE,BENCHMARK ELECTRONICS INC COM,"BENCHMARK ELECTRONICS, INC.",900 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
BHLB,BERKSHIRE HILLS BANCORP INC COM,"BERKSHIRE HILLS BANCORP, INC.","1,242 M",Financials,Banks,Regional Banks
BIG,BIG LOTS INC COM,"BIG LOTS, INC.",687 M,Consumer Discretionary,Multiline Retail,General Merchandise Stores
BJRI,BJS RESTAURANTS INC COM,"BJ'S RESTAURANTS, INC.",623 M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BKE,BUCKLE COM,BUCKLE INC,"1,603 M",Consumer Discretionary,Specialty Retail,Apparel Retail
BKU,BANKUNITED INC COM,BANKUNITED INCORPORATION,"3,335 M",Financials,Banks,Regional Banks
BLMN,BLOOMIN BRANDS INC COM,BLOOMIN' BRANDS INC,"1,875 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
BMI,BADGER METER INC COM,"BADGER METER, INC.","2,389 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
BNED,BARNES & NOBLE EDUCATION INC COM,BARNES & NOBLE EDUCATION INC,134 M,Consumer Discretionary,Specialty Retail,Specialty Stores
BOOM,DMC GLOBAL INC COM,DMC GLOBAL INC,572 M,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
BOOT,BOOT BARN HOLDINGS INC COM,BOOT BARN HOLDINGS INC,"2,504 M",Consumer Discretionary,Specialty Retail,Apparel Retail
BPFH,BOSTON PRIVATE HOLDINGS INC MRG @$2.10 & .0228:1 78486Q101,"BOSTON PRIVATE FINANCIAL HOLDINGS, INC.",<empty>,Financials,Banks,Regional Banks
BRC,BRADY CORP COM CL A,BRADY CORPORATION,"2,431 M",Industrials,Commercial Services & Supplies,Commercial Printing
BRKL,BROOKLINE BANCORP INC COM,"BROOKLINE BANCORP, INC.","1,101 M",Financials,Banks,Regional Banks
BSIG,BRIGHTSPHERE INVEST GRP PLC COM,BRIGHTSPHERE INVESTMENT GROUP PLC,853 M,Financials,Capital Markets,Asset Management & Custody Banks
CADE,CADENCE BANK COM,CADENCE BANK,"4,933 M",Financials,Banks,Regional Banks
CAKE,CHEESECAKE FACTORY COM,CHEESECAKE FACTORY INC,"1,693 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CAL,CALERES INC COM,CALERES INC,"1,066 M",Consumer Discretionary,Specialty Retail,Apparel Retail
CALM,CAL MAINE FOODS INC COM,"CAL-MAINE FOODS, INC.","2,337 M",Consumer Staples,Food Products,Packaged Foods & Meats
CAMP,CALAMP CORP COM,CALAMP CORP.,262 M,Information Technology,Communications Equipment,Communications Equipment
CASH,META FINANCIAL GROUP COM,"META FINANCIAL GROUP, INC.","1,202 M",Financials,Banks,Regional Banks
CATM,CARDTRONICS PLC CSH MRG $39.00/SH 6/22/21,CARDTRONICS PLC,<empty>,Information Technology,IT Services,Data Processing & Outsourced Services
CATO,CATO CORP COM CL A,CATO CORPORATION,257 M,Consumer Discretionary,Specialty Retail,Apparel Retail
CBB,CINCINNATI BELL INC CSH MRG $15.50/SH 9/7/21,"CINCINNATI BELL, INC.",788 M,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
CBU,COMMUNITY BANK SYSTEMS INC COM,COMMUNITY BANK SYSTEM INCORPORATED,"3,627 M",Financials,Banks,Regional Banks
CCOI,COGENT COMMUNICATIONS HLDGS IN COM,COGENT COMMUNICATIONS HOLDINGS INC,"2,906 M",Communication Services,Diversified Telecommunication Services,Alternative Carriers
CCRN,CROSS COUNTRY HEALTHCARE INC COM,"CROSS COUNTRY HEALTHCARE, INC.",695 M,Health Care,Health Care Providers & Services,Health Care Services
CCS,CENTURY COMMUNITIES COM,CENTURY COMMUNITIES INC,"1,810 M",Consumer Discretionary,Household Durables,Homebuilding
CEIX,CONSOL ENERGY INC COM,CONSOL ENERGY INC,"1,910 M",Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
CELH,CELSIUS HOLDINGS INC COM,CELSIUS HOLDINGS INCORPORATION,"5,030 M",Consumer Staples,Beverages,Soft Drinks
CENT,CENTRAL GARDEN & PET CO COM,CENTRAL GARDEN & PET COMPANY,"2,473 M",Consumer Staples,Household Products,Household Products
CENTA,CENTRAL GARDEN & PET CO COM CL A,CENTRAL GARDEN & PET COMPANY,"2,317 M",Consumer Staples,Household Products,Household Products
CENX,CENTURY ALUMINUM COM,CENTURY ALUMINUM COMPANY,"1,101 M",Materials,Metals & Mining,Aluminum
CEVA,CEVA INC COM,CEVA INC,864 M,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
CFFN,CAPITOL FED FIN IN COM,CAPITOL FEDERAL FINANCIAL INC,"1,407 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CHCO,CITY HLDG CO COM,CITY HOLDING CO,"1,225 M",Financials,Banks,Regional Banks
CHCT,COMMUNITY HEALTHCARE TRUST INC USD0.01,COMMUNITY HEALTHCARE TRUST INC,917 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
CHEF,CHEFS WAREHOUSE INC COM,CHEFS' WAREHOUSE INC,"1,346 M",Consumer Staples,Food & Staples Retailing,Food Distributors
CHRS,COHERUS BIOSCIENCES INC COM,COHERUS BIOSCIENCES INC,597 M,Health Care,Biotechnology,Biotechnology
CHS,CHICO'S FAS INC COM,"CHICO'S FAS, INC.",593 M,Consumer Discretionary,Specialty Retail,Apparel Retail
CHUY,CHUYS HOLDINGS INC COM,CHUY'S HOLDINGS INC,422 M,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
CIR,CIRCOR INTERNATIONAL INC COM,"CIRCOR INTERNATIONAL, INC.",397 M,Industrials,Machinery,Industrial Machinery
CKH,SEACOR HOLDINGS INC CSH MRG @$41.50/SH 4/16/21,SEACOR HOLDINGS INCORPORATED,851 M,Industrials,Marine,Marine
CLB,CORE LABORATORIES NV COM,<empty>,"1,368 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CLDT,CHATHAM LODGING TRUST COM USD0.01,CHATHAM LODGING TRUST,629 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
CLI,MACK CALI REALTY CORP COM STK USD0.01,<empty>,"1,669 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
CLW,CLEARWATER PAPER CORPORATION COM,CLEARWATER PAPER CORPORATION,572 M,Materials,Paper & Forest Products,Paper Products
CMO,CAPSTEAD MTGE.CORP MRG $.94/SH & .3288:1 10/19/21,CAPSTEAD MORTGAGE CORPORATION,634 M,Financials,Mortgage Real Estate Investment Trusts (REITs),Mortgage REITs
CMTL,COMTECH TELECOMMUNICATIONS COM,COMTECH TELECOMMUNICATIONS CORP,345 M,Information Technology,Communications Equipment,Communications Equipment
CNMD,CONMED CORP COM,CONMED CORP,"3,376 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
CNSL,CONSOL COMMUNICATIONS HLDGS IN COM,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",865 M,Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
CNXN,PC CONNECTION COM,"PC CONNECTION, INC.","1,183 M",Information Technology,"Electronic Equipment, Instruments & Components",Technology Distributors
COHU,COHU INC COM,COHU INC,"1,455 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductor Equipment
COKE,COCA-COLA CONSOLIDATED INC COM,COCA-COLA CONSOLIDATED INC,"5,704 M",Consumer Staples,Beverages,Soft Drinks
COLB,COLUMBIA BANKING SYSTEMS INC COM,COLUMBIA BANKING SYSTEMS INC,"2,375 M",Financials,Banks,Regional Banks
COLL,COLLEGIUM PHARMACEUTICAL INC COM,COLLEGIUM PHARMACEUTICAL INC,534 M,Health Care,Pharmaceuticals,Pharmaceuticals
CONN,CONNS INC COM,CONN'S INC,269 M,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
COOP,MR COOPER GROUP INC COM,MR COOPER GROUP INC,"3,219 M",Financials,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
CORE,CORE-MARK HLDG CO INC MRG $23.87/SH & 0.44:1 9/2/21,"CORE-MARK HOLDING COMPANY, INC.",<empty>,Consumer Discretionary,Distributors,Distributors
CORT,CORCEPT THERAPEUTICS INC COM,CORCEPT THERAPEUTICS INCORPORATED,"2,230 M",Health Care,Pharmaceuticals,Pharmaceuticals
CPE,CALLON PETROLEUM CO COM,CALLON PETROLEUM COMPANY,"3,605 M",Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Production
CPF,CENTRAL PACIFIC FINANCIAL CORP COM,CENTRAL PACIFIC FINANCIAL CORP.,661 M,Financials,Banks,Regional Banks
CPK,CHESAPEAKE UTILITIES CORP COM,CHESAPEAKE UTILITIES CORPORATION,"2,397 M",Utilities,Gas Utilities,Gas Utilities
CPS,COOPER-STANDARD HOLDINGS INC COM,COOPER-STANDARD HOLDINGS INCORPORATION,99 M,Consumer Discretionary,Auto Components,Auto Parts & Equipment
CPSI,COMPUTER PROGRAMS COM,"COMPUTER PROGRAMS & SYSTEMS, INC.",486 M,Health Care,Health Care Technology,Health Care Technology
CRMT,AMERICA'S CAR-MART INC COM,"AMERICA'S CAR-MART, INC.",692 M,Consumer Discretionary,Specialty Retail,Automotive Retail
CROX,CROCS INC COM,"CROCS, INC.","3,698 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
CRS,CARPENTER TECHNOLOGY CORP COM,CARPENTER TECHNOLOGY CORPORATION,"1,691 M",Materials,Metals & Mining,Steel
CRVL,CORVEL CORP COM,CORVEL CORPORATION,"2,597 M",Health Care,Health Care Providers & Services,Health Care Services
CRY,CRYOLIFE INC COM,<empty>,703 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CSGS,CSG SYSTEMS INTL INC COM,"CSG SYSTEMS INTERNATIONAL, INC.","2,008 M",Information Technology,IT Services,Data Processing & Outsourced Services
CSII,CARDIOVASCULAR SYSTEMS INC DEL COM,"CARDIOVASCULAR SYSTEMS, INCORPORATION",644 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CSR,CENTERSPACE COM NPV,CENTERSPACE,"1,293 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs
CTB,COOPER TIRE & RUBBER CO MGR $41.75/SH & .9070 6/8/21,COOPER TIRE & RUBBER CO,"3,040 M",Consumer Discretionary,Auto Components,Tires & Rubber
CTRE,CARETRUST REIT INC COM USD0.01,CARETRUST REIT INC,"1,781 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
CTS,CTS CORP COM,CTS CORPORATION,"1,312 M",Information Technology,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services
CUB,CUBIC CORP CSH MRG $75.00/SH 5/25/21,CUBIC CORPORATION,"2,383 M",Industrials,Aerospace & Defense,Aerospace & Defense
CUBI,CUSTOMERS BANCORP INC COM,CUSTOMERS BANCORP INC,"1,343 M",Financials,Banks,Regional Banks
CUTR,CUTERA INC COM,"CUTERA, INC.",847 M,Health Care,Health Care Equipment & Supplies,Health Care Equipment
CVBF,CVB FINANCIAL COM,CVB FINANCIAL CORPORATION,"3,523 M",Financials,Banks,Regional Banks
CVCO,CAVCO INDUSTRIES COM,"CAVCO INDUSTRIES, INC.","1,948 M",Consumer Discretionary,Household Durables,Homebuilding
CVET,COVETRUS INC COM,COVETRUS INC,"2,888 M",Health Care,Health Care Providers & Services,Health Care Distributors
CVGW,CALAVO GROWERS INC COM,CALAVO GROWERS INCORPORATED,646 M,Consumer Staples,Food Products,Packaged Foods & Meats
CWT,CALIFORNIA WATER SERVICE GROUP COM,CALIFORNIA WATER SERVICE GROUP,"2,972 M",Utilities,Water Utilities,Water Utilities
CXW,CORECIVIC INC COM USD0.01,CORECIVIC INC,"1,513 M",Industrials,Commercial Services & Supplies,Security & Alarm Services
CYH,COMMUNITY HEALTH SYS INC COM,"COMMUNITY HEALTH SYSTEMS, INC.",748 M,Health Care,Health Care Providers & Services,Health Care Facilities
CYTK,CYTOKINETICS INC COM,"CYTOKINETICS, INC.","3,638 M",Health Care,Biotechnology,Biotechnology
DAKT,DAKTRONIC INC COM,DAKTRONICS INC,151 M,Information Technology,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments
DBD,DIEBOLD NIXDORF INCORPORATED COM,DIEBOLD NIXDORF INC,236 M,Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DBI,DESIGNER BRANDS INC COM CL A,DESIGNER BRANDS INC,"1,098 M",Consumer Discretionary,Specialty Retail,Apparel Retail
DCOM,DIME COMMUNITY BANCSHARES INC. COM,DIME COMMUNITY BANCSHARES INC (NEW YORK),"1,237 M",Financials,Banks,Regional Banks
DDD,3 D SYSTEMS INC COM,3D SYSTEMS CORPORATION,"1,383 M",Information Technology,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals"
DEA,EASTERLY GOVERNMENT PROP INC COM USD0.01,EASTERLY GOVERNMENT PROPERTIES INC,"1,744 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs
DFIN,DONNELLEY FIN SOLUTIONS INC COM,DONNELLEY FINANCIAL SOLUTIONS INC,982 M,Financials,Capital Markets,Financial Exchanges & Data
DGII,DIGI INTERNATIONAL INC COM,DIGI INTERNATIONAL INCORPORATED.,856 M,Information Technology,Communications Equipment,Communications Equipment
DHC,DIVERSIFIED HEALTHCARE TRUST SHS OF BENEFICIAL INTEREST,DIVERSIFIED HEALTHCARE TRUST,492 M,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs
DIN,DINEEQUITY INC COM,DINE BRANDS GLOBAL INC,"1,244 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DIOD,DIODES INC COM,DIODES INC,"3,474 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DLX,DELUXE CORP COM,DELUXE CORPORATION,"1,013 M",Industrials,Commercial Services & Supplies,Commercial Printing
DNOW,NOW INC COM,NOW INC,"1,270 M",Industrials,Trading Companies & Distributors,Trading Companies & Distributors
DORM,DORMAN PRODUCTS IN COM,"DORMAN PRODUCTS, INC.","3,255 M",Consumer Discretionary,Auto Components,Auto Parts & Equipment
DRH,DIAMONDROCK HOSPITALITY CO COM USD0.01,DIAMONDROCK HOSPITALITY COMPANY,"2,265 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel & Resort REITs
DRQ,DRIL QUIP INC COM,DRIL-QUIP INC,"1,078 M",Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DSPG,DSP GROUP INC CSH MRG $22.00/SH 12/3/21,"DSP GROUP, INC.",<empty>,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
DXPE,DXP ENTERPRISES INC COM,"DXP ENTERPRISES, INC.",569 M,Industrials,Trading Companies & Distributors,Trading Companies & Distributors
EAT,BRINKER INTERNATIONAL COM,"BRINKER INTERNATIONAL, INC.","1,323 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
EBIX,EBIX INC COM,"EBIX, INC.",956 M,Information Technology,Software,Application Software
ECHO,ECHO GLOBAL LOGISTICS INC CSH MRG $48.25/SH 11/24/21,ECHO GLOBAL LOGISTICS INCORPORATION,<empty>,Industrials,Air Freight & Logistics,Air Freight & Logistics
ECOL,US ECOLOGY INC CSH MRG  $48.00/SH 5/3/22,US ECOLOGY INC,<empty>,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ECPG,ENCORE CAPITAL GROUP INC COM,"ENCORE CAPITAL GROUP, INC.","1,459 M",Financials,Consumer Finance,Consumer Finance
EGBN,EAGLE BANCORP INC COM,"EAGLE BANCORP, INC.","1,550 M",Financials,Banks,Regional Banks
EGHT,8X8 INC NEW COM,"8X8, INC.",889 M,Information Technology,Software,Application Software
EGOV,NIC INC CSH MRG $34.00/SH 4/22/21,NIC INC.,<empty>,Information Technology,IT Services,Data Processing & Outsourced Services
EGRX,EAGLE PHARMACEUTICALS INC COM,"EAGLE PHARMACEUTICALS, INC",590 M,Health Care,Biotechnology,Biotechnology
EHTH,EHEALTH INC COM,"EHEALTH, INC.",287 M,Financials,Insurance,Insurance Brokers
EIG,EMPLOYERS HOLDINGS INC COM,EMPLOYERS HOLDINGS INC,"1,144 M",Financials,Insurance,Property & Casualty Insurance
ELF,E L F BEAUTY INC COM,ELF BEAUTY INC,"1,379 M",Consumer Staples,Personal Products,Personal Products
ELY,CALLAWAY GOLF COMPANY COM,CALLAWAY GOLF CO,"4,147 M",Consumer Discretionary,Leisure Products,Leisure Products
ENDP,ENDO INTERNATIONAL PLC COM,ENDO INTERNATIONAL PLC,135 M,Health Care,Pharmaceuticals,Pharmaceuticals
ENSG,ENSIGN GROUP INC COM,"ENSIGN GROUP, INCORPORATION (THE)","4,411 M",Health Care,Health Care Providers & Services,Health Care Facilities
ENTA,ENANTA PHARMACEUTICALS INC COM,ENANTA PHARMACEUTICALS INC,886 M,Health Care,Biotechnology,Biotechnology
ENVA,ENOVA INTERNATIONAL INC COM,ENOVA INTERNATIONAL INC,"1,009 M",Financials,Consumer Finance,Consumer Finance
EPAC,ENERPAC TOOL GROUP CORP COM CL A,ENERPAC TOOL GROUP CORP,"1,200 M",Industrials,Machinery,Industrial Machinery
EPAY,BOTTOMLINE TECHNOLOGIES CSH MRG $57.00/SH 5/16/22,BOTTOMLINE TECHNOLOGIES INC,<empty>,Information Technology,Software,Application Software
